,date,open,close,high,low,amount,pcnt,pcnt_1d,pcnt_5d,pcnt_10d,pcnt_20d,pcnt_60d,pcnt_120d,pcnt_240d,max_price,min_price,max_price_500d,min_price_500d
0,2021-02-03,1.444,1.461,1.54,1.402,1400.84,,9.445585215605758,9.445585215605758,9.445585215605758,9.445585215605758,9.445585215605758,9.445585215605758,9.445585215605758,1.54,1.402,1.54,1.402
1,2021-02-04,1.494,1.458,1.494,1.4,612.95,-0.20576131687243582,9.60219478737998,9.60219478737998,9.60219478737998,9.60219478737998,9.60219478737998,9.60219478737998,9.60219478737998,1.54,1.4,1.54,1.4
2,2021-02-05,1.46,1.399,1.46,1.369,1132.59,-4.217298070050032,8.9349535382416,12.223016440314513,12.223016440314513,12.223016440314513,12.223016440314513,12.223016440314513,12.223016440314513,1.54,1.369,1.54,1.369
3,2021-02-08,1.417,1.407,1.417,1.331,956.81,0.5685856432125094,9.168443496801707,14.854299928926801,14.854299928926801,14.854299928926801,14.854299928926801,14.854299928926801,14.854299928926801,1.54,1.331,1.54,1.331
4,2021-02-09,1.387,1.462,1.479,1.387,3736.85,3.761969904240762,10.12311901504789,14.295485636114917,14.295485636114917,14.295485636114917,14.295485636114917,14.295485636114917,14.295485636114917,1.54,1.331,1.54,1.331
5,2021-02-10,1.456,1.574,1.6,1.441,4562.64,7.1156289707751,13.53240152477764,17.09021601016519,17.09021601016519,17.09021601016519,17.09021601016519,17.09021601016519,17.09021601016519,1.6,1.331,1.6,1.331
6,2021-02-18,1.73,1.731,1.731,1.65,6991.15,9.06990179087233,16.753321779318313,23.108030040439058,23.108030040439058,23.108030040439058,23.108030040439058,23.108030040439058,23.108030040439058,1.731,1.331,1.731,1.331
7,2021-02-19,1.8,1.904,1.904,1.68,9452.03,9.086134453781504,13.340336134453782,30.09453781512605,30.09453781512605,30.09453781512605,30.09453781512605,30.09453781512605,30.09453781512605,1.904,1.331,1.904,1.331
8,2021-02-22,1.714,1.794,1.929,1.714,95258.82,-6.131549609810472,13.879598662207362,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,1.929,1.331,1.929,1.331
9,2021-02-23,1.714,1.677,1.714,1.65,45834.83,-6.976744186046512,16.63685152057246,32.319618366129994,35.65891472868217,35.65891472868217,35.65891472868217,35.65891472868217,35.65891472868217,1.929,1.331,1.929,1.331
10,2021-02-24,1.67,1.6,1.694,1.566,57612.73,-4.812499999999997,9.249999999999995,30.5,37.375,37.375,37.375,37.375,37.375,1.929,1.331,1.929,1.331
11,2021-02-25,1.629,1.586,1.687,1.581,27851.88,-0.8827238335435065,8.070617906683474,22.887767969735183,37.704918032786885,37.704918032786885,37.704918032786885,37.704918032786885,37.704918032786885,1.929,1.331,1.929,1.331
12,2021-02-26,1.508,1.52,1.553,1.506,13575.36,-4.342105263157898,11.90789473684211,27.828947368421055,39.3421052631579,39.3421052631579,39.3421052631579,39.3421052631579,39.3421052631579,1.929,1.331,1.929,1.331
13,2021-03-01,1.527,1.567,1.569,1.511,20120.97,2.9993618379068243,4.02042118698149,26.99425654116146,38.16209317166561,38.16209317166561,38.16209317166561,38.16209317166561,38.16209317166561,1.929,1.331,1.929,1.331
14,2021-03-02,1.569,1.519,1.585,1.5,16920.75,-3.1599736668861125,5.595786701777483,14.088215931533904,35.681369321922325,39.36800526662279,39.36800526662279,39.36800526662279,39.36800526662279,1.929,1.331,1.929,1.331
15,2021-03-03,1.525,1.573,1.573,1.521,17016.75,3.432930705657981,5.4036872218690375,12.333121424030512,31.02352193261284,38.01652892561984,38.01652892561984,38.01652892561984,38.01652892561984,1.929,1.331,1.929,1.331
16,2021-03-04,1.56,1.512,1.56,1.496,15143.51,-4.03439153439153,5.09259259259259,12.632275132275137,28.63756613756614,39.55026455026456,39.55026455026456,39.55026455026456,39.55026455026456,1.929,1.331,1.929,1.331
17,2021-03-05,1.48,1.458,1.48,1.429,8873.25,-3.703703703703707,8.98491083676269,10.69958847736625,34.29355281207133,41.01508916323732,41.01508916323732,41.01508916323732,41.01508916323732,1.929,1.331,1.929,1.331
18,2021-03-08,1.469,1.425,1.504,1.411,15033.91,-2.315789473684205,6.526315789473681,12.210526315789469,36.35087719298246,41.96491228070176,41.96491228070176,41.96491228070176,41.96491228070176,1.929,1.331,1.929,1.331
19,2021-03-09,1.425,1.401,1.442,1.35,11558.24,-1.713062098501072,10.992148465381863,16.773733047822976,25.981441827266227,42.68379728765168,42.68379728765168,42.68379728765168,42.68379728765168,1.929,1.331,1.929,1.331
20,2021-03-10,1.385,1.406,1.424,1.385,3615.79,0.35561877667140074,6.543385490753901,15.860597439544799,24.466571834992877,42.53200568990044,42.53200568990044,42.53200568990044,42.53200568990044,1.929,1.331,1.929,1.331
