,date,open,close,high,low,amount,pcnt,pcnt_1d,pcnt_5d,pcnt_10d,pcnt_20d,pcnt_60d,pcnt_120d,pcnt_240d,max_price,min_price,max_price_500d,min_price_500d
0,2020-12-18,1.016,1.031,1.042,1.013,7526757.0,,2.8128031037827483,2.8128031037827483,2.8128031037827483,2.8128031037827483,2.8128031037827483,2.8128031037827483,2.8128031037827483,1.042,1.013,1.042,1.013
1,2020-12-21,1.062,1.083,1.086,1.054,11925762.0,4.801477377654667,6.740535549399832,6.740535549399832,6.740535549399832,6.740535549399832,6.740535549399832,6.740535549399832,6.740535549399832,1.086,1.013,1.086,1.013
2,2020-12-22,1.083,1.056,1.092,1.054,12740996.0,-2.556818181818173,3.5984848484848517,7.481060606060623,7.481060606060623,7.481060606060623,7.481060606060623,7.481060606060623,7.481060606060623,1.092,1.013,1.092,1.013
3,2020-12-23,1.072,1.119,1.133,1.071,15247291.0,5.63002680965147,7.059874888293114,10.723860589812343,10.723860589812343,10.723860589812343,10.723860589812343,10.723860589812343,10.723860589812343,1.133,1.013,1.133,1.013
4,2020-12-24,1.125,1.112,1.129,1.101,12726991.0,-0.6294964028776884,5.575539568345328,10.79136690647483,10.79136690647483,10.79136690647483,10.79136690647483,10.79136690647483,10.79136690647483,1.133,1.013,1.133,1.013
5,2020-12-25,1.109,1.157,1.163,1.105,12969218.0,3.8893690579083775,5.358686257562666,12.964563526361289,12.964563526361289,12.964563526361289,12.964563526361289,12.964563526361289,12.964563526361289,1.163,1.013,1.163,1.013
6,2020-12-28,1.167,1.16,1.169,1.138,16621647.0,0.2586206896551631,5.5172413793103505,9.913793103448276,13.448275862068979,13.448275862068979,13.448275862068979,13.448275862068979,13.448275862068979,1.169,1.013,1.169,1.013
7,2020-12-29,1.151,1.09,1.152,1.086,30992435.0,-6.422018348623839,7.614678899082565,10.550458715596328,14.311926605504599,14.311926605504599,14.311926605504599,14.311926605504599,14.311926605504599,1.169,1.013,1.169,1.013
8,2020-12-30,1.099,1.113,1.123,1.097,13565480.0,2.0664869721473416,5.9299191374662925,8.805031446540887,14.016172506738558,14.016172506738558,14.016172506738558,14.016172506738558,14.016172506738558,1.169,1.013,1.169,1.013
9,2020-12-31,1.124,1.136,1.147,1.116,11505605.0,2.024647887323936,4.4014084507042295,7.306338028169011,13.732394366197195,13.732394366197195,13.732394366197195,13.732394366197195,13.732394366197195,1.169,1.013,1.169,1.013
10,2021-01-04,1.141,1.199,1.218,1.132,15818194.0,5.254378648874075,8.507089241034183,11.009174311926596,17.09758131776481,17.09758131776481,17.09758131776481,17.09758131776481,17.09758131776481,1.218,1.013,1.218,1.013
11,2021-01-05,1.19,1.199,1.222,1.178,13831396.0,0.0,7.506255212677237,11.342785654712252,14.01167639699749,17.431192660550465,17.431192660550465,17.431192660550465,17.431192660550465,1.222,1.013,1.222,1.013
12,2021-01-06,1.198,1.197,1.204,1.176,11780332.1,-0.16708437761069353,3.8429406850459515,11.361737677527142,14.03508771929824,17.460317460317466,17.460317460317466,17.460317460317466,17.460317460317466,1.222,1.013,1.222,1.013
