date,open,close,high,low,amount,pcnt,pcnt_real_time
2019-12-20,0.575,0.574,0.577,0.572,99344.0,-0.5226480836236939,1.393728222996517
2019-12-23,0.563,0.571,0.575,0.563,169464.0,-0.5253940455341511,2.451838879159372
2019-12-24,0.57,0.573,0.574,0.569,67821.0,0.3490401396160562,2.094240837696337
2019-12-25,0.57,0.568,0.573,0.565,141693.0,-0.880281690140846,1.5845070422535228
2019-12-26,0.568,0.571,0.572,0.566,93490.0,0.5253940455341511,1.4010507880910696
2019-12-27,0.572,0.578,0.583,0.572,312106.0,1.2110726643598628,2.941176470588238
2019-12-30,0.574,0.597,0.599,0.574,414315.0,3.182579564489115,4.522613065326637
2019-12-31,0.595,0.597,0.598,0.591,215379.0,0.0,4.187604690117257
2020-01-02,0.595,0.592,0.595,0.582,344785.0,-0.8445945945945953,2.7027027027027053
2020-01-03,0.589,0.585,0.591,0.581,319926.0,-1.1965811965811977,2.3931623931623953
2020-01-06,0.584,0.58,0.585,0.578,333932.0,-0.8620689655172422,2.2413793103448296
2020-01-07,0.582,0.588,0.588,0.579,298102.0,1.3605442176870761,1.700680272108845
2020-01-08,0.583,0.585,0.589,0.583,287836.0,-0.5128205128205133,1.7094017094017109
2020-01-09,0.585,0.596,0.6,0.585,409098.0,1.8456375838926193,2.8523489932885933
2020-01-10,0.596,0.612,0.614,0.595,427904.0,2.614379084967323,4.738562091503272
2020-01-13,0.613,0.623,0.625,0.612,430674.0,1.7656500802568234,4.815409309791336
2020-01-14,0.618,0.611,0.619,0.608,347321.0,-1.9639934533551573,2.782324058919806
2020-01-15,0.612,0.613,0.62,0.61,386465.0,0.3262642740619905,1.9575856443719433
2020-01-16,0.613,0.614,0.617,0.61,185284.0,0.16286644951140078,1.628664495114008
2020-01-17,0.613,0.616,0.62,0.613,169933.0,0.32467532467532495,1.623376623376625
2020-01-20,0.616,0.615,0.621,0.608,228151.0,-0.16260162601626033,2.1138211382113843
2020-01-21,0.607,0.596,0.613,0.596,405948.0,-3.187919463087251,4.194630872483225
2020-01-22,0.593,0.598,0.601,0.587,311910.0,0.33444816053511733,4.347826086956526
2020-01-23,0.592,0.581,0.596,0.57,322387.0,-2.9259896729776274,5.335628227194497
2020-02-03,0.523,0.523,0.53,0.523,152927.0,-11.08986615678775,13.95793499043976
2020-02-04,0.514,0.526,0.528,0.51,408379.0,0.5703422053231944,3.802281368821296
2020-02-05,0.528,0.531,0.535,0.518,400651.0,0.9416195856873831,4.708097928436915
2020-02-06,0.53,0.535,0.538,0.525,485790.0,0.7476635514018698,3.738317757009349
2020-02-07,0.532,0.543,0.543,0.53,379661.0,1.4732965009208117,3.314917127071826
2020-02-10,0.539,0.542,0.547,0.531,328190.0,-0.18450184501845032,3.136531365313656
2020-02-11,0.542,0.555,0.56,0.541,420316.0,2.342342342342344,5.22522522522523
2020-02-12,0.554,0.557,0.558,0.55,327510.0,0.35906642728904875,3.411131059245963
2020-02-13,0.556,0.552,0.563,0.55,379308.0,-0.905797101449276,2.3550724637680975
2020-02-14,0.55,0.551,0.554,0.547,241900.0,-0.1814882032667878,2.903811252268585
2020-02-17,0.551,0.558,0.559,0.549,537746.0,1.2544802867383524,2.150537634408604
2020-02-18,0.56,0.554,0.563,0.551,469485.0,-0.72202166064982,2.5270758122743504
2020-02-19,0.554,0.563,0.566,0.551,624556.0,1.5985790408525573,2.664298401420942
2020-02-20,0.563,0.584,0.585,0.563,927749.0,3.5958904109589076,5.8219178082191645
2020-02-21,0.584,0.583,0.585,0.577,1158504.0,-0.1715265866209264,3.7735849056603805
2020-02-24,0.58,0.57,0.58,0.565,993054.0,-2.280701754385967,3.5087719298245648
2020-02-25,0.559,0.566,0.568,0.553,776582.0,-0.7067137809187286,4.7703180212013985
2020-02-26,0.56,0.56,0.57,0.555,631734.0,-1.0714285714285525,3.0357142857142683
2020-02-27,0.562,0.564,0.569,0.56,588583.0,0.7092198581560094,2.6595744680850895
2020-02-28,0.55,0.539,0.556,0.536,531585.0,-4.638218923933192,6.122448979591821
2020-03-02,0.54,0.555,0.557,0.54,415807.0,2.8828828828828854,3.783783783783787
2020-03-03,0.565,0.559,0.566,0.557,343525.0,0.7155635062611813,4.651162790697659
2020-03-04,0.551,0.564,0.565,0.551,281933.0,0.8865248226950166,2.6595744680850895
2020-03-05,0.566,0.593,0.598,0.566,1145359.0,4.890387858347391,7.925801011804373
2020-03-06,0.586,0.58,0.598,0.578,761154.0,-2.2413793103448296,5.5172413793103505
2020-03-09,0.573,0.557,0.573,0.555,520688.0,-4.129263913824041,7.719928186714528
2020-03-10,0.559,0.576,0.579,0.555,491821.0,3.298611111111095,4.166666666666651
2020-03-11,0.579,0.57,0.584,0.569,414320.0,-1.0526315789473695,5.0877192982456
2020-03-12,0.561,0.56,0.565,0.554,358398.0,-1.7857142857142672,5.357142857142842
2020-03-13,0.531,0.549,0.556,0.528,381261.0,-2.0036429872495463,6.739526411657544
2020-03-16,0.548,0.529,0.549,0.524,590217.0,-3.7807183364839356,6.0491493383742965
2020-03-17,0.53,0.518,0.535,0.501,341705.0,-2.123552123552125,9.266409266409275
2020-03-18,0.518,0.507,0.529,0.502,597195.0,-2.1696252465483257,6.7061143984220974
2020-03-19,0.5,0.488,0.506,0.472,834721.0,-3.893442622950823,11.68032786885247
2020-03-20,0.489,0.504,0.507,0.489,545963.0,3.174603174603177,6.94444444444445
2020-03-23,0.488,0.489,0.494,0.481,356532.0,-3.06748466257669,5.316973415132929
2020-03-24,0.496,0.51,0.512,0.496,458739.0,4.1176470588235325,6.078431372549025
2020-03-25,0.522,0.525,0.528,0.518,369558.0,2.8571428571428594,6.0952380952381
2020-03-26,0.519,0.525,0.534,0.516,434493.0,0.0,3.4285714285714315
2020-03-27,0.533,0.538,0.544,0.526,613825.0,2.416356877323422,5.204460966542755
2020-03-30,0.528,0.531,0.536,0.524,263517.0,-1.3182674199623363,3.7664783427495325
2020-03-31,0.536,0.538,0.543,0.532,357258.0,1.3011152416356888,3.5315985130111556
2020-04-01,0.537,0.533,0.542,0.53,315524.0,-0.9380863039399633,2.4390243902439046
2020-04-02,0.528,0.54,0.54,0.528,221577.0,1.2962962962962974,2.592592592592595
2020-04-03,0.541,0.539,0.545,0.534,261707.0,-0.18552875695732854,3.1539888682745856
2020-04-07,0.545,0.552,0.554,0.541,300643.0,2.3550724637681175,3.623188405797104
2020-04-08,0.542,0.55,0.552,0.542,189903.0,-0.3636363636363639,2.3636363636363655
2020-04-09,0.555,0.554,0.557,0.549,193947.0,0.72202166064982,2.707581227436825
2020-04-10,0.555,0.561,0.573,0.553,415268.0,1.2477718360071313,4.278074866310144
2020-04-13,0.557,0.559,0.565,0.551,274960.0,-0.35778175313059063,3.9355992844364773
2020-04-14,0.561,0.567,0.568,0.559,264565.0,1.4109347442680595,2.9982363315696485
2020-04-15,0.568,0.563,0.573,0.563,200387.0,-0.7104795737122565,2.486678507992878
2020-04-16,0.562,0.561,0.563,0.556,218970.0,-0.35650623885916055,3.030303030303013
2020-04-17,0.563,0.565,0.574,0.562,275595.0,0.7079646017698926,3.185840707964585
2020-04-20,0.565,0.57,0.57,0.563,220870.0,0.8771929824561412,2.1052631578947194
2020-04-21,0.568,0.559,0.568,0.553,284462.0,-1.9677996422182285,3.0411449016100005
2020-04-22,0.555,0.575,0.577,0.555,469465.0,2.7826086956521574,4.173913043478246
2020-04-23,0.573,0.577,0.586,0.573,327477.0,0.34662045060658614,5.3726169844020655
2020-04-24,0.581,0.585,0.59,0.573,273212.0,1.3675213675213687,2.905982905982909
2020-04-27,0.583,0.581,0.584,0.573,277804.0,-0.688468158347677,2.9259896729776274
2020-04-28,0.578,0.596,0.603,0.575,364994.0,2.5167785234899354,5.033557046979871
2020-04-29,0.595,0.587,0.6,0.584,244402.0,-1.5332197614991496,4.770017035775132
2020-04-30,0.585,0.592,0.594,0.585,321371.0,0.8445945945945953,2.7027027027027053
2020-05-06,0.59,0.6,0.6,0.585,265114.0,1.3333333333333346,2.500000000000002
2020-05-07,0.596,0.606,0.609,0.592,435770.0,0.990099009900991,3.960396039603964
2020-05-08,0.607,0.612,0.618,0.6,470478.0,0.980392156862746,4.248366013071899
2020-05-11,0.611,0.613,0.624,0.611,341794.0,0.16313213703099524,3.9151712887438865
2020-05-12,0.612,0.618,0.619,0.61,215476.0,0.80906148867314,2.2653721682847916
2020-05-13,0.616,0.637,0.638,0.613,430739.0,2.9827315541601283,4.3956043956043995
2020-05-14,0.634,0.636,0.64,0.629,296174.0,-0.15723270440251585,4.245283018867928
2020-05-15,0.635,0.631,0.639,0.624,377749.0,-0.7923930269413636,2.5356576862123634
2020-05-18,0.631,0.647,0.652,0.626,492796.0,2.472952086553325,4.3276661514683195
2020-05-19,0.648,0.651,0.651,0.641,395275.0,0.614439324116744,3.993855606758836
2020-05-20,0.651,0.645,0.653,0.644,299439.0,-0.9302325581395358,1.8604651162790715
2020-05-21,0.645,0.651,0.658,0.645,389882.0,0.9216589861751161,2.1505376344086042
2020-05-22,0.647,0.628,0.648,0.623,488594.0,-3.6624203821656085,5.573248407643317
2020-05-25,0.626,0.643,0.644,0.619,427216.0,2.3328149300155543,4.510108864696738
2020-05-26,0.643,0.651,0.652,0.637,394092.0,1.228878648233488,5.069124423963138
2020-05-27,0.65,0.646,0.653,0.643,292377.0,-0.7739938080495363,2.4767801857585163
2020-05-28,0.646,0.655,0.661,0.646,392724.0,1.3740458015267187,2.7480916030534375
2020-05-29,0.647,0.664,0.665,0.647,319578.0,1.355421686746989,2.8614457831325324
2020-06-01,0.666,0.682,0.688,0.666,352925.0,2.6392961876832866,6.011730205278581
2020-06-02,0.681,0.67,0.683,0.666,537623.0,-1.7910447761194044,3.2835820895522247
2020-06-03,0.672,0.671,0.673,0.664,458527.0,0.14903129657228031,2.831594634873326
2020-06-04,0.668,0.684,0.685,0.667,561715.0,1.900584795321639,3.0701754385964937
2020-06-05,0.684,0.693,0.695,0.677,440543.0,1.2987012987012838,4.040404040404028
2020-06-08,0.692,0.694,0.703,0.686,371475.0,0.14409221902017305,3.746397694524483
2020-06-09,0.692,0.701,0.702,0.689,391159.0,0.9985734664764632,2.425106990014252
2020-06-10,0.7,0.704,0.705,0.696,522929.0,0.42613636363636404,2.2727272727272747
2020-06-11,0.7,0.691,0.704,0.685,691105.0,-1.8813314037626645,2.8943560057886986
2020-06-12,0.676,0.695,0.698,0.675,430969.0,0.5755395683453243,4.1726618705035845
2020-06-15,0.691,0.681,0.694,0.675,500063.0,-2.0558002936857416,3.3773861967694434
2020-06-16,0.684,0.694,0.695,0.684,528085.0,1.8731988472622336,2.881844380403445
2020-06-17,0.694,0.685,0.695,0.68,519968.0,-1.313868613138671,2.1897810218977956
2020-06-18,0.681,0.686,0.689,0.68,273669.0,0.1457725947521867,2.1865889212827847
2020-06-19,0.686,0.703,0.707,0.686,634006.0,2.4182076813655624,3.8406827880511965
2020-06-22,0.705,0.707,0.708,0.695,433977.0,0.5657708628005663,3.1117397454030993
2020-06-23,0.706,0.729,0.73,0.7,623096.0,3.0178326474622796,4.80109739368999
2020-06-24,0.728,0.729,0.736,0.719,466671.0,0.0,4.938271604938276
2020-06-29,0.723,0.73,0.732,0.716,374487.0,0.13698630136986314,2.739726027397263
2020-06-30,0.73,0.751,0.752,0.73,511000.0,2.7962716378162478,4.79360852197071
2020-07-01,0.752,0.795,0.798,0.751,837476.0,5.534591194968558,8.553459119496862
2020-07-02,0.79,0.808,0.819,0.779,1060595.0,1.6089108910891103,8.415841584158409
2020-07-03,0.808,0.799,0.808,0.771,970762.0,-1.1264080100125167,6.007509386733408
2020-07-06,0.79,0.819,0.82,0.78,883503.0,2.442002442002431,5.982905982905975
2020-07-07,0.813,0.837,0.859,0.8,1136540.0,2.1505376344086042,9.438470728793305
2020-07-08,0.825,0.84,0.847,0.8,972377.0,0.3571428571428575,7.023809523809517
2020-07-09,0.835,0.852,0.857,0.829,861053.0,1.4084507042253533,6.690140845070415
2020-07-10,0.85,0.862,0.883,0.84,1054255.0,1.1600928074245949,6.264501160092813
2020-07-13,0.86,0.919,0.924,0.854,1138936.0,6.202393906420027,9.140369967355829
2020-07-14,0.908,0.91,0.92,0.886,1267823.0,-0.9890109890109898,7.692307692307699
2020-07-15,0.91,0.928,0.944,0.904,1371132.0,1.939655172413795,6.249999999999993
2020-07-16,0.911,0.848,0.911,0.835,1794895.0,-9.433962264150953,12.853773584905658
2020-07-17,0.82,0.843,0.864,0.82,1116703.0,-0.5931198102016613,10.794780545670235
2020-07-20,0.845,0.837,0.856,0.795,1480813.0,-0.7168458781362014,8.243727598566302
2020-07-21,0.837,0.854,0.87,0.829,1285832.0,1.9906323185011727,8.78220140515222
2020-07-22,0.85,0.87,0.883,0.835,903147.0,1.8390804597701167,6.206896551724143
2020-07-23,0.861,0.875,0.88,0.851,880231.0,0.571428571428572,5.48571428571429
2020-07-24,0.865,0.832,0.87,0.818,1088814.0,-5.168269230769235,7.451923076923084
2020-07-27,0.831,0.836,0.847,0.824,667341.0,0.4784688995215315,6.220095693779911
2020-07-28,0.831,0.859,0.867,0.831,880768.0,2.6775320139697345,5.005820721769504
2020-07-29,0.859,0.868,0.868,0.842,1159318.0,1.0368663594470056,4.262672811059912
2020-07-30,0.865,0.874,0.883,0.859,1064369.0,0.686498855835241,4.6910755148741465
2020-07-31,0.865,0.873,0.881,0.852,1027003.0,-0.11454753722794969,3.550973654066441
2020-08-03,0.874,0.879,0.88,0.864,962952.0,0.6825938566552907,3.299203640500572
2020-08-04,0.879,0.875,0.886,0.865,831558.0,-0.4571428571428575,2.5142857142857165
