,date,open,close,high,low,amount,pcnt,pcnt_1d,pcnt_5d,pcnt_10d,pcnt_20d,pcnt_60d,pcnt_120d,pcnt_240d,max_price,min_price
29,2016-09-20,0.992,0.986,0.992,0.984,110902.0,-0.6085192697768768,1.0141987829614614,4.259634888438138,4.259634888438138,5.172413793103442,7.302231237322511,7.302231237322511,7.302231237322511,1.049,0.977
30,2016-09-21,0.986,0.989,0.991,0.985,169811.0,0.30333670374115296,0.8088978766430746,3.0333670374115296,4.246713852376141,5.0556117290192155,7.28008088978766,7.28008088978766,7.28008088978766,1.049,0.977
31,2016-09-22,0.991,0.99,0.993,0.989,117505.0,0.10101010101010109,0.8080808080808087,1.2121212121212133,4.242424242424246,5.0505050505050555,7.272727272727268,7.272727272727268,7.272727272727268,1.049,0.977
32,2016-09-23,0.991,0.987,0.991,0.986,114604.0,-0.3039513677811553,0.7092198581560291,1.0131712259371843,4.255319148936175,5.065856129685922,7.294832826747716,7.294832826747716,7.294832826747716,1.049,0.977
33,2016-09-26,0.987,0.962,0.987,0.961,160599.0,-2.598752598752601,3.1185031185031216,3.430353430353433,6.756756756756762,7.588357588357596,9.147609147609144,9.147609147609144,9.147609147609144,1.049,0.961
34,2016-09-27,0.96,0.963,0.964,0.953,177666.0,0.10384215991692637,3.530633437175496,4.153686396677054,7.580477673935625,8.411214953271037,9.96884735202492,9.96884735202492,9.96884735202492,1.049,0.953
35,2016-09-28,0.961,0.965,0.968,0.96,90511.0,0.2072538860103629,1.5544041450777215,4.145077720207258,6.321243523316069,8.393782383419698,9.948186528497407,9.948186528497407,9.948186528497407,1.049,0.953
36,2016-09-29,0.966,0.966,0.971,0.965,71801.0,0.10351966873706013,1.1387163561076614,4.140786749482405,4.451345755693586,8.385093167701871,9.937888198757761,9.937888198757761,9.937888198757761,1.049,0.953
37,2016-09-30,0.965,0.971,0.973,0.965,61285.0,0.5149330587023692,0.8238928939237907,3.913491246138005,4.222451081359427,7.518022657054589,9.886714727085478,9.886714727085478,9.886714727085478,1.049,0.953
38,2016-10-10,0.976,0.996,0.996,0.975,189590.0,2.510040160642572,3.11244979919679,4.317269076305225,4.317269076305225,7.329317269076312,9.638554216867467,9.638554216867467,9.638554216867467,1.049,0.953
39,2016-10-11,1.001,1.007,1.01,0.999,180640.0,1.0923535253227308,3.4756703078450877,5.660377358490572,5.660377358490572,7.249255213505469,9.533267130089374,9.533267130089374,9.533267130089374,1.049,0.953
40,2016-10-12,1.007,1.006,1.007,1.001,80434.0,-0.0994035785288161,1.0934393638170983,4.970178926441356,5.666003976143146,7.25646123260438,9.542743538767393,9.542743538767393,9.542743538767393,1.049,0.953
41,2016-10-13,0.999,1.006,1.01,0.999,124524.0,0.0,1.0934393638170983,4.47316103379722,5.666003976143146,7.25646123260438,9.542743538767393,9.542743538767393,9.542743538767393,1.049,0.953
42,2016-10-14,1.009,1.006,1.009,0.995,130080.0,0.0,1.4910536779324068,4.47316103379722,5.666003976143146,7.25646123260438,9.542743538767393,9.542743538767393,9.542743538767393,1.049,0.953
43,2016-10-17,1.008,0.992,1.011,0.989,187446.0,-1.4112903225806466,2.2177419354838617,3.629032258064508,5.846774193548381,7.358870967741941,9.677419354838706,9.677419354838706,9.677419354838706,1.049,0.953
44,2016-10-18,0.992,1.005,1.005,0.989,123608.0,1.2935323383084478,2.18905472636815,2.18905472636815,5.77114427860696,7.263681592039808,9.552238805970148,9.552238805970148,9.552238805970148,1.049,0.953
45,2016-10-19,1.005,1.008,1.013,1.002,283232.0,0.2976190476190589,2.380952380952372,2.380952380952372,5.257936507936502,6.051587301587307,9.52380952380952,9.52380952380952,9.52380952380952,1.049,0.953
46,2016-10-20,1.008,1.007,1.015,1.006,291072.0,-0.09930486593844211,1.290963257199593,2.581926514399197,4.965243296921543,6.156901688182716,9.533267130089374,9.533267130089374,9.533267130089374,1.049,0.953
47,2016-10-21,1.007,1.006,1.01,0.999,102436.0,-0.0994035785288161,1.5904572564612232,2.5844930417494942,4.970178926441346,6.163021868787271,9.542743538767393,9.542743538767393,9.542743538767393,1.049,0.953
48,2016-10-24,1.007,1.014,1.015,1.003,180476.0,0.788954635108482,1.5779092702169528,2.5641025641025554,3.944773175542399,6.114398422090725,9.467455621301772,9.467455621301772,9.467455621301772,1.049,0.953
49,2016-10-25,1.014,1.012,1.016,1.01,162601.0,-0.19762845849802388,1.2845849802371663,2.6679841897233225,2.6679841897233225,6.225296442687752,9.486166007905137,9.486166007905137,9.486166007905137,1.049,0.953
50,2016-10-26,1.012,1.005,1.012,1.003,113652.0,-0.6965174129353351,1.29353233830847,1.6915422885572156,2.6865671641791073,6.268656716417917,9.552238805970148,9.552238805970148,9.552238805970148,1.049,0.953
51,2016-10-27,1.005,1.005,1.009,1.003,265792.0,0.0,0.8955223880597135,1.6915422885572156,2.6865671641791073,6.268656716417917,9.552238805970148,9.552238805970148,9.552238805970148,1.049,0.953
52,2016-10-28,1.005,0.998,1.011,0.998,235291.0,-0.7014028056112119,1.3026052104208317,1.803607214428859,2.705410821643289,6.312625250501008,9.619238476953905,9.619238476953905,9.619238476953905,1.049,0.953
53,2016-10-31,1.0,0.995,1.0,0.991,157664.0,-0.3015075376884425,2.010050251256272,2.5125628140703538,2.7135678391959823,6.331658291457293,9.648241206030148,9.648241206030148,9.648241206030148,1.049,0.953
54,2016-11-01,0.996,0.998,1.001,0.994,196307.0,0.30060120240480986,1.0020040080160217,2.5050100200400824,2.705410821643289,6.312625250501008,9.619238476953905,9.619238476953905,9.619238476953905,1.049,0.953
55,2016-11-02,0.998,0.994,1.003,0.991,166815.0,-0.40241448692152954,1.2072434607645774,2.1126760563380302,2.5150905432595594,5.633802816901413,9.657947686116698,9.657947686116698,9.657947686116698,1.049,0.953
56,2016-11-03,0.993,0.996,1.004,0.988,257538.0,0.20080321285140582,1.6064257028112465,2.3092369477911556,2.8112449799196813,5.120481927710848,9.638554216867467,9.638554216867467,9.638554216867467,1.049,0.953
57,2016-11-04,0.998,0.989,1.0,0.987,193022.0,-0.7077856420626902,1.7189079878665334,2.4266936299292126,2.932254802831145,5.1567239635996,9.706774519716884,9.706774519716884,9.706774519716884,1.049,0.953
58,2016-11-07,0.988,0.985,0.991,0.984,119007.0,-0.406091370558376,1.624365482233504,2.0304568527918803,3.248730964467008,4.162436548223354,9.746192893401012,9.746192893401012,9.746192893401012,1.049,0.953
59,2016-11-08,0.989,0.991,0.995,0.986,158471.0,0.6054490413723518,1.1099899091826448,2.0181634712411722,3.2290615539858756,3.2290615539858756,9.687184661957616,9.687184661957616,9.687184661957616,1.049,0.953
60,2016-11-09,0.99,0.982,0.993,0.972,157538.0,-0.9164969450101842,2.3421588594704708,3.258655804480655,4.073319755600818,4.4806517311609,9.775967413441952,9.775967413441952,9.775967413441952,1.049,0.953
61,2016-11-10,0.982,0.994,0.995,0.982,139867.0,1.2072434607645888,2.313883299798795,3.2193158953722363,3.923541247484902,4.426559356136825,9.657947686116698,9.657947686116698,9.657947686116698,1.049,0.953
62,2016-11-11,0.992,0.998,0.998,0.988,171716.0,0.4008016032064131,1.6032064128256525,2.805611222444892,3.907815631262517,4.408817635270545,9.619238476953905,9.619238476953905,9.619238476953905,1.049,0.953
63,2016-11-14,0.998,1.005,1.006,0.996,157111.0,0.696517412935313,1.7910447761194048,3.383084577114431,3.383084577114431,4.378109452736323,9.552238805970148,9.552238805970148,9.552238805970148,1.049,0.953
64,2016-11-15,1.004,1.005,1.007,1.0,154116.0,0.0,1.0945273631840697,3.4825870646766095,3.4825870646766095,4.378109452736323,9.552238805970148,9.552238805970148,9.552238805970148,1.049,0.953
65,2016-11-16,1.004,1.003,1.008,1.003,153930.0,-0.19940179461615173,0.7976071784646069,3.5892323030907316,3.5892323030907316,4.386839481555339,9.571286141575271,9.571286141575271,9.571286141575271,1.049,0.953
66,2016-11-17,1.003,1.007,1.009,1.0,176999.0,0.39721946375372436,0.8937437934458687,2.6812313803376284,3.674280039721939,4.3694141012909675,9.533267130089374,9.533267130089374,9.533267130089374,1.049,0.953
67,2016-11-18,1.003,1.003,1.011,1.003,156800.0,-0.39880358923230347,1.0967098703888236,2.293120638085734,3.8883349950149477,4.386839481555339,9.571286141575271,9.571286141575271,9.571286141575271,1.049,0.953
68,2016-11-21,1.003,1.004,1.009,1.002,159412.0,0.09960159362550915,0.8964143426294717,1.4940239043824604,3.884462151394415,4.3824701195219165,8.665338645418334,9.561752988047806,9.561752988047806,1.049,0.953
69,2016-11-22,1.005,1.008,1.008,1.002,178003.0,0.39682539682539714,0.6944444444444341,1.0912698412698312,3.8690476190476115,4.365079365079369,8.134920634920631,9.52380952380952,9.52380952380952,1.049,0.953
70,2016-11-23,1.007,1.011,1.019,1.007,224753.0,0.2967359050444997,1.681503461918883,1.8793273986152232,4.64886251236399,4.64886251236399,8.011869436201788,9.495548961424332,9.495548961424332,1.049,0.953
71,2016-11-24,1.008,1.0,1.01,1.0,180344.0,-1.0999999999999899,1.8999999999999906,1.8999999999999906,3.699999999999992,4.699999999999993,8.100000000000007,9.599999999999998,9.599999999999998,1.049,0.953
72,2016-11-25,0.998,1.007,1.008,0.992,162731.0,0.6951340615690065,1.7874875868917597,2.6812313803376284,3.0784508440913525,4.66732869910625,8.043694141012917,9.533267130089374,9.533267130089374,1.049,0.953
73,2016-11-28,1.007,1.008,1.013,1.007,150032.0,0.0992063492063603,2.083333333333324,2.67857142857142,2.67857142857142,4.662698412698406,8.035714285714294,9.52380952380952,9.52380952380952,1.049,0.953
74,2016-11-29,1.007,1.014,1.019,1.006,183589.0,0.5917159763313614,1.2820512820512724,2.6627218934911157,2.6627218934911157,4.6351084812623204,7.98816568047338,9.467455621301772,9.467455621301772,1.049,0.953
75,2016-11-30,1.013,1.005,1.013,1.002,163472.0,-0.8955223880597135,1.6915422885572045,2.6865671641790962,2.6865671641790962,4.676616915422879,8.059701492537322,9.552238805970148,9.552238805970148,1.049,0.953
76,2016-12-01,1.006,1.017,1.022,1.006,151258.0,1.1799410029498536,1.966568338249756,2.949852507374634,2.949852507374634,4.9164208456243905,7.964601769911512,9.439528023598818,9.439528023598818,1.049,0.953
77,2016-12-02,1.018,1.003,1.022,1.002,149070.0,-1.3958125623130622,1.9940179461615175,2.9910269192422763,2.9910269192422763,4.985044865403793,7.278165503489539,9.571286141575271,9.571286141575271,1.049,0.953
78,2016-12-05,1.003,1.004,1.023,0.993,155262.0,0.09960159362550915,2.988047808764932,2.988047808764932,3.08764940239043,5.079681274900392,7.270916334661361,9.561752988047806,9.561752988047806,1.049,0.953
79,2016-12-06,1.004,1.007,1.011,1.002,115061.0,0.29791459781528223,2.9791459781529217,2.9791459781529217,3.0784508440913525,5.064548162859974,7.249255213505469,9.533267130089374,9.533267130089374,1.049,0.953
80,2016-12-07,1.007,1.02,1.022,1.005,160673.0,1.2745098039215805,1.960784313725492,2.941176470588227,3.0392156862745012,4.999999999999993,7.156862745098046,9.41176470588235,9.41176470588235,1.049,0.953
81,2016-12-08,1.02,1.005,1.02,1.004,150508.0,-1.4925373134328483,1.7910447761194048,2.9850746268656634,3.084577114427853,4.079601990049745,7.263681592039808,9.552238805970148,9.552238805970148,1.049,0.953
82,2016-12-09,1.004,1.001,1.006,0.997,163300.0,-0.39960039960040006,2.2977022977023,2.9970029970029888,3.096903096903089,3.496503496503489,7.292707292707299,9.590409590409589,9.590409590409589,1.049,0.953
83,2016-12-12,1.002,0.96,1.005,0.955,217305.0,-4.270833333333326,5.312500000000004,7.083333333333329,7.083333333333329,7.083333333333329,7.604166666666674,9.999999999999998,9.999999999999998,1.049,0.953
84,2016-12-13,0.961,0.972,0.977,0.956,135224.0,1.234567901234569,5.144032921810693,6.8930041152263435,6.995884773662546,6.995884773662546,7.510288065843628,9.87654320987654,9.87654320987654,1.049,0.953
85,2016-12-14,0.973,0.978,0.988,0.962,128756.0,0.613496932515338,3.2719836400818028,6.850715746421273,6.952965235173819,6.952965235173819,7.157464212678932,9.815950920245395,9.815950920245395,1.049,0.953
86,2016-12-15,0.971,0.987,0.999,0.971,176418.0,0.9118541033434658,3.748733535967582,6.585612968591698,6.889564336372842,6.889564336372842,7.092198581560279,9.726443768996958,9.726443768996958,1.049,0.953
87,2016-12-16,0.987,0.984,0.989,0.981,103589.0,-0.3048780487804881,2.8455284552845557,5.182926829268297,6.910569105691051,6.910569105691051,7.113821138211378,9.756097560975608,9.756097560975608,1.049,0.953
88,2016-12-19,0.984,0.981,0.989,0.977,102932.0,-0.3058103975535171,1.2232415902140683,5.0968399592252736,6.931702344546377,6.931702344546377,7.135575942915387,9.785932721712536,9.785932721712536,1.049,0.953
89,2016-12-20,0.982,0.975,0.982,0.97,137841.0,-0.6153846153846159,1.9487179487179505,4.410256410256414,6.8717948717948785,6.97435897435897,7.179487179487174,9.846153846153843,9.846153846153843,1.049,0.953
90,2016-12-21,0.976,0.992,0.996,0.976,153917.0,1.7137096774193565,2.620967741935486,3.729838709677423,6.754032258064522,6.854838709677415,7.056451612903221,9.677419354838706,9.677419354838706,1.049,0.953
91,2016-12-22,0.992,0.992,0.995,0.988,132069.0,0.0,2.0161290322580663,2.923387096774196,6.552419354838715,6.854838709677415,7.056451612903221,9.677419354838706,9.677419354838706,1.049,0.953
92,2016-12-23,0.993,0.99,1.0,0.99,125911.0,-0.20202020202020218,1.2121212121212133,3.030303030303033,5.151515151515156,6.868686868686863,7.0707070707070665,9.696969696969694,9.696969696969694,1.049,0.953
93,2016-12-26,0.99,0.992,0.992,0.975,123984.0,0.2016129032258066,2.5201612903225827,3.0241935483870996,5.040322580645155,6.854838709677415,7.056451612903221,9.677419354838706,9.677419354838706,1.049,0.953
94,2016-12-27,0.991,0.988,0.993,0.988,101208.0,-0.4048582995951421,1.8218623481781393,3.0364372469635654,4.453441295546563,6.882591093117404,7.0850202429149745,9.716599190283398,9.716599190283398,1.049,0.953
95,2016-12-28,0.988,0.985,0.991,0.983,166275.0,-0.304568527918782,1.0152284263959401,2.53807106598985,3.857868020304572,6.903553299492381,6.903553299492381,9.746192893401012,9.746192893401012,1.049,0.953
96,2016-12-29,0.983,0.984,0.988,0.979,130225.0,-0.1016260162601627,1.2195121951219523,2.5406504065040676,3.0487804878048808,6.910569105691051,6.910569105691051,9.756097560975608,9.756097560975608,1.049,0.953
97,2016-12-30,0.984,0.978,0.984,0.976,118066.0,-0.613496932515338,1.226993865030676,2.556237218813908,3.06748466257669,6.952965235173819,6.952965235173819,9.815950920245395,9.815950920245395,1.049,0.953
98,2017-01-03,0.98,1.004,1.004,0.979,209973.0,2.5896414342629503,2.7888446215139466,2.888446215139445,3.3864541832669355,6.77290836653386,6.77290836653386,9.561752988047806,9.561752988047806,1.049,0.953
99,2017-01-04,1.0,1.013,1.014,0.999,105076.0,0.8884501480750145,3.455083909180655,3.751233958538997,4.34353405725568,6.6140177690029684,6.712734452122405,9.476801579466928,9.476801579466928,1.049,0.953
100,2017-01-05,1.015,1.024,1.028,1.008,301207.0,1.0742187500000118,2.832031250000002,5.078125000000004,5.175781250000004,7.128906250000005,7.128906250000005,9.374999999999996,9.374999999999996,1.049,0.953
101,2017-01-06,1.023,1.017,1.03,1.017,150574.0,-0.6882989183874255,2.163225172074732,5.309734513274342,5.408062930186829,7.374631268436585,7.374631268436585,9.439528023598818,9.439528023598818,1.049,0.953
102,2017-01-09,1.017,1.048,1.055,1.014,260966.0,2.9580152671755857,3.9122137404580077,7.538167938931293,7.633587786259538,9.541984732824424,9.541984732824424,9.732824427480914,9.732824427480914,1.055,0.953
103,2017-01-10,1.05,1.035,1.052,1.033,212331.0,-1.2560386473430072,3.961352657004824,7.342995169082121,7.7294685990338134,9.661835748792269,9.661835748792269,9.855072463768115,9.855072463768115,1.055,0.953
104,2017-01-11,1.04,1.036,1.046,1.033,126547.0,0.09652509652510732,1.8339768339768463,5.405405405405399,7.625482625482621,9.555984555984553,9.65250965250965,9.845559845559844,9.845559845559844,1.055,0.953
105,2017-01-12,1.036,1.021,1.036,1.02,120742.0,-1.469147894221364,2.546523016650345,4.603330068560229,7.737512242899116,9.108716944172377,9.794319294809009,9.99020568070519,9.99020568070519,1.055,0.953
106,2017-01-13,1.019,1.01,1.029,1.005,147571.0,-1.0891089108910792,3.069306930693083,4.950495049504955,7.821782178217818,8.415841584158413,9.9009900990099,10.099009900990097,10.099009900990097,1.055,0.953
107,2017-01-16,1.01,0.981,1.01,0.951,318538.0,-2.956167176350665,7.9510703363914335,10.601427115188581,10.601427115188581,10.601427115188581,10.601427115188581,10.601427115188581,10.601427115188581,1.055,0.951
108,2017-01-17,0.977,0.996,0.997,0.967,198123.0,1.5060240963855436,5.923694779116471,10.140562248995993,10.44176706827309,10.44176706827309,10.44176706827309,10.44176706827309,10.44176706827309,1.055,0.951
109,2017-01-18,0.994,0.992,1.0,0.99,87548.0,-0.4032258064516132,3.3266129032258096,9.576612903225815,10.483870967741932,10.483870967741932,10.483870967741932,10.483870967741932,10.483870967741932,1.055,0.951
110,2017-01-19,0.986,0.981,0.989,0.98,87945.0,-1.1213047910295628,2.0387359836901138,8.664627930682984,10.601427115188581,10.601427115188581,10.601427115188581,10.601427115188581,10.601427115188581,1.055,0.951
111,2017-01-20,0.98,0.995,0.997,0.98,117026.0,1.4070351758793982,1.7085427135678406,7.839195979899493,10.452261306532662,10.452261306532662,10.452261306532662,10.452261306532662,10.452261306532662,1.055,0.951
112,2017-01-23,1.0,1.013,1.021,1.0,141728.0,1.7769002961500402,4.047384007897327,6.910167818361298,10.266535044422506,10.266535044422506,10.266535044422506,10.266535044422506,10.266535044422506,1.055,0.951
113,2017-01-24,1.014,1.008,1.014,1.002,106639.0,-0.49603174603173544,2.083333333333324,5.3571428571428505,10.01984126984128,10.317460317460316,10.317460317460316,10.317460317460316,10.317460317460316,1.055,0.951
114,2017-01-25,1.01,1.008,1.01,1.002,113782.0,0.0,1.1904761904761914,4.06746031746031,9.424603174603183,10.317460317460316,10.317460317460316,10.317460317460316,10.317460317460316,1.055,0.951
115,2017-01-26,1.008,1.019,1.019,1.008,113834.0,1.0794896957801667,1.6683022571148092,4.023552502453379,8.3415112855741,10.206084396467125,10.206084396467125,10.206084396467125,10.206084396467125,1.055,0.951
116,2017-02-03,1.02,1.023,1.03,1.014,88361.0,0.39100684261974616,2.1505376344086042,4.887585532746828,7.722385141739988,10.166177908113392,10.166177908113392,10.166177908113392,10.166177908113392,1.055,0.951
117,2017-02-06,1.023,1.033,1.033,1.017,141572.0,0.968054211035819,1.839303000968045,3.1945788964181916,7.938044530493704,10.067763794772507,10.067763794772507,10.067763794772507,10.067763794772507,1.055,0.951
118,2017-02-07,1.033,1.023,1.033,1.017,110969.0,-0.9775171065493656,1.5640273704789847,3.0303030303030223,6.4516129032258025,10.166177908113392,10.166177908113392,10.166177908113392,10.166177908113392,1.055,0.951
119,2017-02-08,1.021,1.043,1.043,1.018,147164.0,1.9175455417066174,2.4928092042186023,3.9309683604985555,6.040268456375834,9.9712368168744,9.9712368168744,9.9712368168744,9.9712368168744,1.055,0.951
120,2017-02-09,1.041,1.043,1.044,1.036,104809.0,0.0,2.4928092042186023,3.4515819750719117,6.136145733461175,9.9712368168744,9.9712368168744,9.9712368168744,9.9712368168744,1.055,0.951
121,2017-02-10,1.042,1.036,1.044,1.034,115656.0,-0.6756756756756656,0.9652509652509661,2.8957528957528984,6.177606177606183,10.038610038610036,10.038610038610036,10.038610038610036,10.038610038610036,1.055,0.951
122,2017-02-13,1.036,1.037,1.041,1.028,105195.0,0.09643201542911185,1.5429122468659608,2.60366441658632,4.2430086788813925,10.028929604628736,10.028929604628736,10.028929604628736,10.028929604628736,1.055,0.951
123,2017-02-14,1.038,1.034,1.045,1.03,102852.0,-0.2901353965183648,1.6441005802707835,2.7079303675048383,4.1586073500967045,9.767891682785308,10.058027079303674,10.058027079303674,10.058027079303674,1.055,0.951
124,2017-02-15,1.032,1.02,1.032,1.016,137441.0,-1.3725490196078443,2.8431372549019525,2.8431372549019525,4.215686274509797,9.313725490196086,10.196078431372548,10.196078431372548,10.196078431372548,1.055,0.951
125,2017-02-16,1.02,1.025,1.029,1.019,129443.0,0.48780487804877015,1.5609756097560992,2.8292682926829187,3.6097560975609686,9.170731707317072,10.146341463414634,10.146341463414634,10.146341463414634,1.055,0.951
126,2017-02-17,1.024,1.031,1.035,1.02,150931.0,0.5819592628516009,1.5518913676042694,2.812803103782727,3.0067895247332608,9.11736178467507,10.08729388942774,10.08729388942774,10.08729388942774,1.055,0.951
127,2017-02-20,1.035,1.038,1.038,1.029,117566.0,0.6743737957610902,1.7341040462427761,2.793834296724462,2.793834296724462,9.055876685934486,10.01926782273603,10.01926782273603,10.01926782273603,1.055,0.951
128,2017-02-21,1.035,1.041,1.041,1.031,127388.0,0.28818443804033544,1.1527377521613844,2.785782901056668,2.785782901056668,7.492795389048988,9.99039385206532,9.99039385206532,9.99039385206532,1.055,0.951
129,2017-02-22,1.041,1.037,1.042,1.034,85856.0,-0.3857280617164902,1.0607521697203588,2.5072324011571867,2.7965284474445435,6.268081002892956,10.028929604628736,10.028929604628736,10.028929604628736,1.055,0.951
130,2017-02-23,1.034,1.031,1.038,1.026,84876.0,-0.5819592628516009,1.5518913676042694,2.2308438409311475,2.812803103782727,6.304558680892333,10.08729388942774,10.08729388942774,10.08729388942774,1.055,0.951
131,2017-02-24,1.03,1.041,1.043,1.028,113151.0,0.9606147934678203,1.633045148895284,2.209414024975976,2.785782901056668,6.243996157540821,9.99039385206532,9.99039385206532,9.99039385206532,1.055,0.951
