,date,open,close,high,low,amount,pcnt,pcnt_1d,pcnt_5d,pcnt_10d,pcnt_20d,pcnt_60d,pcnt_120d,pcnt_240d,max_price,min_price,max_price_500d,min_price_500d
0,2013-03-25,98.22,98.128,98.22,97.534,46249.2,,0.6990869068971067,0.6990869068971067,0.6990869068971067,0.6990869068971067,0.6990869068971067,0.6990869068971067,0.6990869068971067,98.22,97.534,98.22,97.534
1,2013-03-26,98.12,98.369,98.42,98.12,29732.48,0.24499588284927126,0.900690258109766,0.900690258109766,0.900690258109766,0.900690258109766,0.900690258109766,0.900690258109766,0.900690258109766,98.42,97.534,98.42,97.534
2,2013-03-27,98.368,98.345,98.417,98.311,37400.89,-0.024403884284916275,0.30504855356143895,0.9009100615181206,0.9009100615181206,0.9009100615181206,0.9009100615181206,0.9009100615181206,0.9009100615181206,98.42,97.534,98.42,97.534
3,2013-03-28,98.35,98.451,98.46,98.324,47058.0,0.10766777381641075,0.15134432357211883,0.9405694203207563,0.9405694203207563,0.9405694203207563,0.9405694203207563,0.9405694203207563,0.9405694203207563,98.46,97.534,98.46,97.534
4,2013-03-29,98.45,98.553,98.556,98.44,23638.7,0.1034976104228221,0.2354063295891544,1.0370054691384243,1.0370054691384243,1.0370054691384243,1.0370054691384243,1.0370054691384243,1.0370054691384243,98.556,97.534,98.556,97.534
5,2013-04-01,98.553,98.665,98.67,98.553,33907.27,0.1135154310039112,0.23311204581158868,1.151370800182431,1.151370800182431,1.151370800182431,1.151370800182431,1.151370800182431,1.151370800182431,98.67,97.534,98.67,97.534
6,2013-04-02,98.672,98.842,98.862,98.672,60449.74,0.17907367313489458,0.31262014123550463,0.7506930252321788,1.3435584063454693,1.3435584063454693,1.3435584063454693,1.3435584063454693,1.3435584063454693,98.862,97.534,98.862,97.534
7,2013-04-03,98.949,99.085,99.149,98.948,52188.57,0.24524398243931472,0.4814048544179279,0.8457385073421747,1.629913710450618,1.629913710450618,1.629913710450618,1.629913710450618,1.629913710450618,99.149,97.534,99.149,97.534
8,2013-04-08,99.09,99.011,99.12,98.83,49017.28,-0.07473917039520667,0.3221864237306992,0.8332407510276665,1.6311318944359665,1.6311318944359665,1.6311318944359665,1.6311318944359665,1.6311318944359665,99.149,97.534,99.149,97.534
9,2013-04-09,99.02,98.987,99.035,98.949,52027.28,-0.024245608009133432,0.29296776344369085,0.7162556699364595,1.6315273722812034,1.6315273722812034,1.6315273722812034,1.6315273722812034,1.6315273722812034,99.149,97.534,99.149,97.534
