,date,open,close,high,low,amount,pcnt,pcnt_1d,pcnt_5d,pcnt_10d,pcnt_20d,pcnt_60d,pcnt_120d,pcnt_240d,max_price,min_price,max_price_500d,min_price_500d
0,2019-10-16,1.0,0.982,1.002,0.98,3640785.04,,2.24032586558045,2.24032586558045,2.24032586558045,2.24032586558045,2.24032586558045,2.24032586558045,2.24032586558045,1.002,0.98,1.002,0.98
1,2019-10-17,0.985,0.978,0.987,0.977,2563442.0,-0.40899795501022534,2.556237218813908,2.556237218813908,2.556237218813908,2.556237218813908,2.556237218813908,2.556237218813908,2.556237218813908,1.002,0.977,1.002,0.977
2,2019-10-18,0.979,0.973,0.992,0.969,3761019.88,-0.5138746145940396,2.3638232271325816,3.391572456320661,3.391572456320661,3.391572456320661,3.391572456320661,3.391572456320661,3.391572456320661,1.002,0.969,1.002,0.969
3,2019-10-21,0.973,0.963,0.973,0.948,1981599.0,-1.0384215991692636,4.569055036344761,5.607476635514024,5.607476635514024,5.607476635514024,5.607476635514024,5.607476635514024,5.607476635514024,1.002,0.948,1.002,0.948
4,2019-10-22,0.965,0.977,0.978,0.964,1787450.0,1.4329580348004107,3.0706243602865944,5.52712384851587,5.52712384851587,5.52712384851587,5.52712384851587,5.52712384851587,5.52712384851587,1.002,0.948,1.002,0.948
5,2019-10-23,0.977,0.972,0.981,0.97,1400792.0,-0.5144032921810704,1.7489711934156396,5.555555555555561,5.555555555555561,5.555555555555561,5.555555555555561,5.555555555555561,5.555555555555561,1.002,0.948,1.002,0.948
6,2019-10-24,0.972,0.966,0.972,0.957,1526033.0,-0.6211180124223609,2.4844720496894435,4.554865424430646,5.590062111801247,5.590062111801247,5.590062111801247,5.590062111801247,5.590062111801247,1.002,0.948,1.002,0.948
7,2019-10-25,0.963,0.979,0.98,0.955,2321150.49,1.32788559754852,2.5536261491317696,4.494382022471914,5.515832482124622,5.515832482124622,5.515832482124622,5.515832482124622,5.515832482124622,1.002,0.948,1.002,0.948
8,2019-10-28,1.0,0.999,1.0,0.985,3111462.7,2.0020020020020035,4.504504504504508,5.2052052052052105,5.40540540540541,5.40540540540541,5.40540540540541,5.40540540540541,5.40540540540541,1.002,0.948,1.002,0.948
9,2019-10-29,0.999,0.983,0.999,0.982,1766201.0,-1.6276703967446606,1.8311291963377434,4.577822990844358,5.49338758901323,5.49338758901323,5.49338758901323,5.49338758901323,5.49338758901323,1.002,0.948,1.002,0.948
10,2019-10-30,0.979,0.972,0.982,0.964,1576990.0,-1.131687242798355,3.600823045267493,4.629629629629633,5.555555555555561,5.555555555555561,5.555555555555561,5.555555555555561,5.555555555555561,1.002,0.948,1.002,0.948
11,2019-10-31,0.976,0.971,0.981,0.97,1384871.92,-0.10298661174047384,1.853759011328529,4.634397528321323,5.3553038105046396,5.561277033985587,5.561277033985587,5.561277033985587,5.561277033985587,1.002,0.948,1.002,0.948
12,2019-11-01,0.97,0.98,0.982,0.966,1484389.0,0.9183673469387763,1.6326530612244914,4.5918367346938815,5.306122448979597,5.510204081632658,5.510204081632658,5.510204081632658,5.510204081632658,1.002,0.948,1.002,0.948
