,date,code,name,start_time,start_price,start_price_position,cost_price,total_cash,position,real_position_rate,current_price,min_price,max_price,current_rate,loss_rate
0,2022-03-08,sz159825,农业,2022-3-8,0.941,38.0,0.941,10000,2800,26.348,0.933,0.841,1.17,68.55729820902435,0.8501594048884056
1,2022-03-11,sz159825,农业,2022-3-8,0.941,38.0,0.941,10000,2800,26.348,0.954,0.841,1.159,60.69108683377738,-1.381509032943678
